ID	accession	gtdb_taxonomy	checkm2_completeness	checkm2_contamination	genome_size	gc_percentage	n50_contigs	contig_count	ncbi_biosample	isolation_source_x	country	mimag_high_quality	mimag_medium_quality	gtdb_representative	ncbi_genbank_assembly_accession	BioSample	ENA first public	ENA last update	ENA-CHECKLIST	ENA-FIRST-PUBLIC	ENA-LAST-UPDATE	External Id	INSDC center alias	INSDC center name	INSDC first public	INSDC last update	INSDC status	MLST_type	SRA_BioSample	Submitter Id	altitude	assembly	assembly quality	assembly software	assembly_method	assembly_method_version	binning parameters	binning software	biomaterial_provider	biotic_relationship	broker name	collected_by	collection_date	common name	completeness score	completeness software	completeness_estimated	contamination score	contamination_estimated	culture_collection	depth	derived_from	env_broad_scale	env_local_scale	env_medium	env_package	environmental-sample	environmental_sample	estimated_size	extrachrom_elements	finishing strategy (depth of coverage)	genome_coverage	genome_name	genotype	geo_loc_name	geographic location (latitude)	geographic location (longitude)	host	host-associated environmental package	host_age	host_body_habitat	host_body_product	host_description	host_diet	host_disease	host_disease_outcome	host_disease_stage	host_genotype	host_health_state	host_phenotype	host_sex	host_subject_id	host_taxid	host_tissue_sampled	identified_by	investigation_type	isol_growth_condt	isolate	isolate host	isolation_source_y	lab_host	label	lat_lon	local environmental context	locus_tag_prefix	mapping_method	mapping_method_version	mating_type	metagenome_source	metagenomic	metagenomic source	misc_param: HMP body site	misc_param: HMP supersite	note	nucleic acid extraction	num_replicons	passage_history	pathotype	project_name	project_type	quality_assessment_method	quality_assessment_method_version	ref_biomaterial	rel_to_oxygen	samp_mat_process	samp_size	sample derived from	sample_name	sample_type	scientific_name	seq_id	sequencing method	serotype	serovar	sop	source_SRA	source_SRA_ bioproject	source_material_id	specimen_voucher	strain	subgroup	subtype	taxonomic classification	taxonomic identity marker	temp	value
GCF_028335445.1	RS_GCF_028335445.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecalis	100.0	0.23	2804651	37.59405359169465	2753262	2	SAMN23424516	fecal sample	none	t	f	f	GCA_028335445.1	SAMN23424516																										ILS, University of Zurich	2021																						not applicable			Bos taurus																						fecal sample																													whole organism											K137-1a						
GCF_028335505.1	RS_GCF_028335505.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecalis	100.0	0.22	2776942	37.61166059644025	2717332	2	SAMN23424517	fecal sample	none	t	f	f	GCA_028335505.1	SAMN23424517																										ILS, University of Zurich	2021																						not applicable			Bos taurus																						fecal sample																													whole organism											K194-1						
GCF_028335545.1	RS_GCF_028335545.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecalis	100.0	0.19	2954606	37.45754933145062	2818676	3	SAMN23424515	fecal sample	none	t	f	f	GCA_028335545.1	SAMN23424515																										ILS, University of Zurich	2021																						not applicable			Bos taurus																						fecal sample																													whole organism											K72-1						
GCF_028335665.1	RS_GCF_028335665.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecalis	100.0	0.22	2776931	37.611413463280144	2717332	2	SAMN23424519	fecal sample	none	t	f	f	GCA_028335665.1	SAMN23424519																										ILS, University of Zurich	2021																						not applicable			Bos taurus																						fecal sample																													whole organism											K80-2b						
GCF_028335685.1	RS_GCF_028335685.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecalis	100.0	0.19	2894292	37.5325640951224	2819823	2	SAMN23424514	fecal sample	none	t	f	f	GCA_028335685.1	SAMN23424514																										ILS, University of Zurich	2021																						not applicable			Bos taurus																						fecal sample																													whole organism											K188-1						
GCF_028335705.1	RS_GCF_028335705.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecalis	100.0	0.34	2988362	37.3762281811909	2901424	4	SAMN23424510	fecal sample	none	t	f	f	GCA_028335705.1	SAMN23424510																										ILS, University of Zurich	2021																						not applicable			Bos taurus																						fecal sample																													whole organism											K205-3						
GCF_028335725.1	RS_GCF_028335725.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecalis	100.0	0.17	2905593	37.49978059556173	2769663	3	SAMN23424513	fecal sample	none	t	f	f	GCA_028335725.1	SAMN23424513																										ILS, University of Zurich	2021																						not applicable			Bos taurus																						fecal sample																													whole organism											K191-1						
GCF_028621735.1	RS_GCF_028621735.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecalis	100.0	0.21	2971337	37.55518138804182	2918955	3	SAMN33180068	feces	China:Zhejiang	t	f	f	GCA_028621735.1	SAMN33180068																											2021-01																						China:Zhejiang																							missing		feces																													culture											CQJXZ21-077						
GCF_028621755.1	RS_GCF_028621755.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecalis	100.0	0.58	3064646	37.35380856386023	2834280	5	SAMN33180040	feces	China:Zhejiang	t	f	f	GCA_028621755.1	SAMN33180040																											2021-01																						China:Zhejiang																							missing		feces																													culture											CQJXZ21-076						
GCF_028621775.1	RS_GCF_028621775.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecalis	100.0	1.81	3013895	37.495267751530825	2799710	5	SAMN33180069	feces	China:Zhejiang	t	f	f	GCA_028621775.1	SAMN33180069																											2021-06																						China:Zhejiang																							missing		feces																													culture											CQNBZ21-135						
GCF_029347845.1	RS_GCF_029347845.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecalis	99.99	0.43	3131683	37.09154158724397	81403	90	SAMN33770587	feces	USA	f	t	f	GCA_029347845.1	SAMN33770587																										Methodist Dallas Health System	2015-08																						USA			Homo sapiens							Not applicable															feces			32.45 N 96.49 W																										Single cell											131-1						
GCF_029347865.1	RS_GCF_029347865.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecalis	100.0	0.34	3104724	37.22237936884618	110838	79	SAMN33770588	feces	USA	f	t	f	GCA_029347865.1	SAMN33770588																										Methodist Dallas Health System	2015-08																						USA			Homo sapiens							Not applicable															feces			32.45 N 96.49 W																										Single cell											132						
GCF_029347875.1	RS_GCF_029347875.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecalis	100.0	0.28	2927367	37.45783545481666	85305	67	SAMN33770585	feces	USA	f	t	f	GCA_029347875.1	SAMN33770585																										Methodist Dallas Health System	2015-08																						USA			Homo sapiens							Not applicable															feces			32.45 N 96.49 W																										Single cell											107-2						
GCF_029347905.1	RS_GCF_029347905.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecalis	100.0	0.41	3102947	37.3120064999339	69041	85	SAMN33770586	feces	USA	f	t	f	GCA_029347905.1	SAMN33770586																										Methodist Dallas Health System	2015-08																						USA			Homo sapiens							Not applicable															feces			32.45 N 96.49 W																										Single cell											122-2						
GCF_029347915.1	RS_GCF_029347915.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecalis	100.0	0.61	3228074	37.35307294613721	71467	109	SAMN33770589	feces	USA	f	t	f	GCA_029347915.1	SAMN33770589																										Methodist Dallas Health System	2015-08																						USA			Homo sapiens							Not applicable															feces			32.45 N 96.49 W																										Single cell											141-2						
GCF_029370545.1	RS_GCF_029370545.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecalis	99.88	0.15	2806553	38.023603506617	36946	165	SAMN33731977	feces	India:Punjab	t	f	f	GCA_029370545.1	SAMN33731977																										Neha Parmar, Hina Malik	2021-12-10																						India:Punjab			Cattle																						feces			30.90 N 75.85 E																																					CF_L_EN_IN						
GCF_029370605.1	RS_GCF_029370605.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecalis	99.92	0.16	2806553	38.07360127735755	39531	187	SAMN33731991	feces	India:Punjab	t	f	f	GCA_029370605.1	SAMN33731991																										Neha Parmar, Hina Malik	2021-11-14																						India:Punjab			Poultry																						feces			30.90 N 75.85 E																																					PF_L2_EN_IN						
GCF_029370625.1	RS_GCF_029370625.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecalis	99.87	0.15	2806553	38.05938251133416	38690	222	SAMN33731990	feces	India:Punjab	t	f	f	GCA_029370625.1	SAMN33731990																										Neha Parmar, Hina Malik	2021-11-10																						India:Punjab			Poultry																						feces			30.90 N 75.85 E																																					PF_L1_EN_IN						
GCF_030064715.1	RS_GCF_030064715.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecalis	100.0	0.19	2912896	37.52231456255218	2773999	3	SAMN31253290	feces	China: Xinjiang altay	t	f	f	GCA_030064715.1	SAMN31253290																											2019-11-15																						China: Xinjiang altay			camel																						feces																													mixed culture											AFL-109F						
GCF_030178615.1	RS_GCF_030178615.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecalis	100.0	0.23	2842083	37.49809558693395	614178	22	SAMN27967731	feces from chicken farm	China: Sichuan	t	f	f	GCA_030178615.1	SAMN27967731																											2019-06																						China: Sichuan			chicken																						feces from chicken farm																													pure cultured strain											CHFE-1						
GCF_030178635.1	RS_GCF_030178635.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecalis	100.0	0.23	2842126	37.49826714227307	614178	22	SAMN27967741	feces from chicken farm	China: Sichuan	t	f	f	GCA_030178635.1	SAMN27967741																											2019-06																						China: Sichuan			chicken																						feces from chicken farm																													pure cultured strain											CLFE-3						
GCF_030178715.1	RS_GCF_030178715.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecalis	100.0	0.29	2784590	37.60930693567096	479901	47	SAMN27967724	feces from chicken farm	China: Sichuan	f	t	f	GCA_030178715.1	SAMN27967724																											2019-06																						China: Sichuan			chicken																						feces from chicken farm																													pure cultured strain											YCFE-1						
GCF_030178755.1	RS_GCF_030178755.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecalis	100.0	0.29	2788740	37.603326233352696	480123	46	SAMN27967726	feces from chicken farm	China: Sichuan	f	t	f	GCA_030178755.1	SAMN27967726																											2019-06																						China: Sichuan			chicken																						feces from chicken farm																													pure cultured strain											YCFE-3						
GCF_030178775.1	RS_GCF_030178775.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecalis	100.0	0.2	2855033	37.45060039586232	454498	32	SAMN27967720	feces from chicken farm	China: Sichuan	f	t	f	GCA_030178775.1	SAMN27967720																											2019-06																						China: Sichuan			chicken																						feces from chicken farm																													pure cultured strain											CLFE-4						
GCF_030178835.1	RS_GCF_030178835.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecalis	100.0	0.29	2788307	37.603176407762845	479901	49	SAMN27967725	feces from chicken farm	China: Sichuan	f	t	f	GCA_030178835.1	SAMN27967725																											2019-06																						China: Sichuan			chicken																						feces from chicken farm																													pure cultured strain											YCFE-2						
GCF_030179705.1	RS_GCF_030179705.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecalis	99.99	0.24	2738605	37.63660695865231	479862	35	SAMN27967727	feces from chicken farm	China: Sichuan	f	t	f	GCA_030179705.1	SAMN27967727																											2019-06																						China: Sichuan			chicken																						feces from chicken farm																													pure cultured strain											YCFE-5						
GCF_030270285.1	RS_GCF_030270285.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecalis	100.0	0.29	2896701	37.38508047603118	103520	98	SAMD00590027	excrement	Japan	t	f	f	GCA_030270285.1	SAMD00590027																											2021																						Japan																								pig	excrement					L3D																							L3D	Bacteria											L3D						
GCF_030270305.1	RS_GCF_030270305.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecalis	100.0	0.36	2930648	37.38002653338101	177506	117	SAMD00590028	excrement	Japan	t	f	f	GCA_030270305.1	SAMD00590028																											2021																						Japan																								pig	excrement					L5D																							L5D	Bacteria											L5D						
GCF_030270325.1	RS_GCF_030270325.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecalis	99.98	0.06	3009184	37.17762024522263	25364	221	SAMD00590029	excrement	Japan	t	f	f	GCA_030270325.1	SAMD00590029																											2021																						Japan																								pig	excrement					N5D																							N5D	Bacteria											N5D						
GCF_030282185.1	RS_GCF_030282185.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecalis	100.0	0.14	3089500	37.08668069266872	400932	53	SAMN35673355	feces	China: Qingdao	t	f	f	GCA_030282185.1	SAMN35673355																											2022-12-30																						China: Qingdao			mouse																						feces																													pure-cultured strain											CRP7_1						
GCF_030282205.1	RS_GCF_030282205.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecalis	100.0	0.16	3120521	37.060029398936905	400945	59	SAMN35673341	feces	China: Qingdao	t	f	f	GCA_030282205.1	SAMN35673341																											2022-12-30																						China: Qingdao			mouse																						feces																													pure-cultured strain											CRI5_1						
GCF_030282385.1	RS_GCF_030282385.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecalis	100.0	0.19	3106329	37.071958572321215	400945	57	SAMN35673324	feces	China: Qingdao	t	f	f	GCA_030282385.1	SAMN35673324																											2022-12-30																						China: Qingdao			mouse																						feces																													pure-cultured strain											CPI6-2						
GCF_030282395.1	RS_GCF_030282395.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecalis	100.0	0.2	3105938	37.07079793608244	400945	62	SAMN35673344	feces	China: Qingdao	t	f	f	GCA_030282395.1	SAMN35673344																											2022-12-30																						China: Qingdao			mouse																						feces																													pure-cultured strain											CRI6_2						
GCF_030282515.1	RS_GCF_030282515.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecalis	100.0	0.18	3148402	37.01766801062888	400932	55	SAMN35673336	feces	China: Qingdao	t	f	f	GCA_030282515.1	SAMN35673336																											2022-12-30																						China: Qingdao			mouse																						feces																													pure-cultured strain											CPP7_2						
GCF_030282545.1	RS_GCF_030282545.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecalis	100.0	0.32	3064255	37.02580235652712	338610	51	SAMN35673323	feces	China: Qingdao	t	f	f	GCA_030282545.1	SAMN35673323																											2022-12-30																						China: Qingdao			mouse																						feces																													pure-cultured strain											CPI6_1						
GCF_030282565.1	RS_GCF_030282565.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecalis	100.0	0.19	3150016	37.021177035291245	400932	46	SAMN35673335	feces	China: Qingdao	t	f	f	GCA_030282565.1	SAMN35673335																											2022-12-30																						China: Qingdao			mouse																						feces																													pure-cultured strain											CPP7_1						
GCF_030282685.1	RS_GCF_030282685.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecalis	100.0	0.2	3101270	37.06874925433774	400945	69	SAMN35673325	feces	China: Qingdao	t	f	f	GCA_030282685.1	SAMN35673325																											2022-12-30																						China: Qingdao			mouse																						feces																													pure-cultured strain											CPI7_2						
