ID	accession	gtdb_taxonomy	checkm2_completeness	checkm2_contamination	genome_size	gc_percentage	n50_contigs	contig_count	ncbi_biosample	isolation_source_x	country	mimag_high_quality	mimag_medium_quality	gtdb_representative	ncbi_genbank_assembly_accession	BioSample	ENA first public	ENA last update	ENA-CHECKLIST	ENA-FIRST-PUBLIC	ENA-LAST-UPDATE	External Id	GTDB_taxonomy	INSDC center alias	INSDC center name	INSDC first public	INSDC last update	INSDC status	Submitter Id	altitude	altitute	anonymized name	assembly quality	assembly software	assembly_method	assembly_method_version	binning parameters	binning software	biomaterial_provider	broker name	checkm_completeness	checkm_contamination	collected_by	collection_date	common name	completeness score	completeness software	completeness_estimated	contamination score	contamination_estimated	contigs	culture_collection	depth	derived_from	env_broad_scale	env_local_scale	env_medium	environmental-sample	environmental_sample	ethnicity	genome_coverage	genome_name	genotype	geo_loc_name	geographic location (latitude)	geographic location (longitude)	host	host-associated environmental package	host_body_habitat	host_body_product	host_health_state	host_taxid	host_tissue_sampled	identified_by	investigation_type	isol_growth_condt	isolate	isolation_source_y	lab_host	lat_lon	length	local environmental context	locus_tag_prefix	mapping_method	mapping_method_version	mating_type	metagenome_source	metagenomic	metagenomic source	note	num_replicons	passage_history	project_name	quality_assessment_method	quality_assessment_method_version	ref_biomaterial	rel_to_oxygen	samp_size	sample derived from	sample_name	sample_type	scientific_name	seq_id	sequencing method	serotype	serovar	source_material_id	specimen_voucher	strain	subsrc_note	substrate	supplier_name	taxonomic classification	taxonomic identity marker	temp	value
GCF_019130195.1	RS_GCF_019130195.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	99.99	0.49	4947224	46.336773916038574	107114	117	SAMN19731934	fecal sample	USA: New York	t	f	f	GCA_019130195.1	SAMN19731934																																							not applicable	not applicable	not applicable							USA:New York			Homo sapiens									not applicable		fecal sample													not applicable					not applicable					cell culture		TM507						MSK.16.7							
GCF_019130215.1	RS_GCF_019130215.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	99.99	0.49	4947330	46.336286441373424	125158	108	SAMN19731935	fecal sample	USA: New York	t	f	f	GCA_019130215.1	SAMN19731935																																							not applicable	not applicable	not applicable							USA:New York			Homo sapiens									not applicable		fecal sample													not applicable					not applicable					cell culture		MSK16_70						MSK.16.70							
GCF_019130575.1	RS_GCF_019130575.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	99.99	0.48	4831978	46.47829522402627	128380	104	SAMN19731916	fecal sample	USA: New York	t	f	f	GCA_019130575.1	SAMN19731916																																							not applicable	not applicable	not applicable							USA:New York			Homo sapiens									not applicable		fecal sample													not applicable					not applicable					cell culture		MSK16_46						MSK.16.46							
GCF_019130605.1	RS_GCF_019130605.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	99.99	0.48	4831995	46.47790405412257	128381	104	SAMN19731915	fecal sample	USA: New York	t	f	f	GCA_019130605.1	SAMN19731915																																							not applicable	not applicable	not applicable							USA:New York			Homo sapiens									not applicable		fecal sample													not applicable					not applicable					cell culture		MSK16_44						MSK.16.44							
GCF_019130685.1	RS_GCF_019130685.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	99.99	0.48	4832031	46.47724735209688	125158	106	SAMN19731911	fecal sample	USA: New York	t	f	f	GCA_019130685.1	SAMN19731911																																							not applicable	not applicable	not applicable							USA:New York			Homo sapiens									not applicable		fecal sample													not applicable					not applicable					cell culture		MSK16_39						MSK.16.39							
GCF_019131575.1	RS_GCF_019131575.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	100.0	1.83	5086306	46.41264210214643	177372	83	SAMN19731831	fecal sample	USA: Chicago	t	f	f	GCA_019131575.1	SAMN19731831																																							not applicable	not applicable	not applicable							USA:Chicago			Homo sapiens									not applicable		fecal sample													not applicable					not applicable					cell culture		210123-DFI.4.149						DFI.4.149							
GCF_019132075.1	RS_GCF_019132075.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	100.0	1.77	5090400	46.40745324532453	178250	90	SAMN19731835	fecal sample	USA: Chicago	t	f	f	GCA_019132075.1	SAMN19731835																																							not applicable	not applicable	not applicable							USA:Chicago			Homo sapiens									not applicable		fecal sample													not applicable					not applicable					cell culture		210123-DFI.4.38						DFI.4.38							
GCF_019132285.1	RS_GCF_019132285.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	100.0	0.67	4942867	46.03455848599609	295492	75	SAMN19731822	fecal sample	USA: Chicago	t	f	f	GCA_019132285.1	SAMN19731822																																							not applicable	not applicable	not applicable							USA:Chicago			Homo sapiens									not applicable		fecal sample													not applicable					not applicable					cell culture		210123-DFI.3.57						DFI.3.57							
GCF_019132605.1	RS_GCF_019132605.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	100.0	0.55	5192921	45.875375342702114	145332	134	SAMN19731792	fecal sample	USA: Chicago	t	f	f	GCA_019132605.1	SAMN19731792																																							not applicable	not applicable	not applicable							USA:Chicago			Homo sapiens									not applicable		fecal sample													not applicable					not applicable					cell culture		210120-DFI.1.135						DFI.1.135							
GCF_019132675.1	RS_GCF_019132675.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	100.0	0.55	5194035	45.87471975063703	130241	145	SAMN19731798	fecal sample	USA: Chicago	t	f	f	GCA_019132675.1	SAMN19731798																																							not applicable	not applicable	not applicable							USA:Chicago			Homo sapiens									not applicable		fecal sample													not applicable					not applicable					cell culture		210120-DFI.1.247						DFI.1.247							
GCF_019733555.1	RS_GCF_019733555.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	99.99	0.8	4640962	46.18704053168287	149509	74	SAMN14260684	fecal sample	China	t	f	f	GCA_019733555.1	SAMN14260684																												2019-01-10																				China			Homo sapiens											fecal sample																							cell culture								FSDTA-HCK-B1							
GCF_020555515.1	RS_GCF_020555515.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	100.0	1.83	5097464	46.40342727285568	195681	76	SAMN22167574	fecal sample	USA: Chicago	t	f	f	GCA_020555515.1	SAMN22167574																																							not applicable									USA:Chicago			Homo sapiens											fecal sample																							cell culture		210924-DFI.4.97						DFI.4.97							
GCF_020555625.1	RS_GCF_020555625.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	100.0	1.83	5101239	46.40772565253265	195681	82	SAMN22167572	fecal sample	USA: Chicago	t	f	f	GCA_020555625.1	SAMN22167572																																							not applicable									USA:Chicago			Homo sapiens											fecal sample																							cell culture		210924-DFI.4.120						DFI.4.120							
GCF_020558155.1	RS_GCF_020558155.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	99.99	0.33	5120572	46.546049933484	174183	160	SAMN22167538	fecal sample	USA: Chicago	t	f	f	GCA_020558155.1	SAMN22167538																																							not applicable									USA:Chicago			Homo sapiens											fecal sample																							cell culture		210820-DFI.6.46						DFI.6.46							
GCF_020558575.1	RS_GCF_020558575.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	100.0	0.24	4849867	46.07006748844865	206985	110	SAMN22167526	fecal sample	USA: Chicago	t	f	f	GCA_020558575.1	SAMN22167526																																							not applicable									USA:Chicago			Homo sapiens											fecal sample																							cell culture		210820-DFI.6.25						DFI.6.25							
GCF_020560265.1	RS_GCF_020560265.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	100.0	1.61	4946371	46.49062919057224	189457	131	SAMN22167452	fecal sample	USA: Chicago	t	f	f	GCA_020560265.1	SAMN22167452																																							not applicable									USA:Chicago			Homo sapiens											fecal sample																							cell culture		210702-DFI.5.10						DFI.5.10							
GCF_020563215.1	RS_GCF_020563215.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	100.0	0.53	5197210	45.87357447553591	152743	215	SAMN22167333	fecal sample	USA: Chicago	t	f	f	GCA_020563215.1	SAMN22167333																																							not applicable									USA:Chicago			Homo sapiens											fecal sample																							cell culture		210702-DFI.1.173						DFI.1.173							
GCF_021409445.1	RS_GCF_021409445.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	99.96	0.35	4341168	46.43410400935969	550304	31	SAMN18350531	feces	none	t	f	f	GCA_021409445.1	SAMN18350531																												not collected											human gut microbiome	feces	feces							not collected			Homo sapiens									https://doi.org/10.1128/AEM.67.2.561-568.2001				not collected											1					https://doi.org/10.1128/AEM.67.2.561-568.2001													VPI-C7-17							
GCF_021409465.1	RS_GCF_021409465.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	99.99	0.16	4281266	46.27182533008944	413230	30	SAMN18350530	feces	none	t	f	f	GCA_021409465.1	SAMN18350530																												not collected											human gut microbiome	feces	feces							not collected			Homo sapiens									https://doi.org/10.1128/AEM.67.2.561-568.2001				not collected											1					https://doi.org/10.1128/AEM.67.2.561-568.2001													VPI-C20-25							
GCF_021409485.1	RS_GCF_021409485.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	100.0	0.41	4593578	46.215832775848384	230915	39	SAMN18350529	feces	none	t	f	f	GCA_021409485.1	SAMN18350529																												not collected											human gut microbiome	feces	feces							not collected			Homo sapiens									https://doi.org/10.1099/00207713-28-2-245				not collected											1					https://doi.org/10.1099/00207713-28-2-245													VPI-909							
GCF_021409535.1	RS_GCF_021409535.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	99.99	0.43	4635717	46.48843737987288	207883	42	SAMN18350528	feces	none	t	f	f	GCA_021409535.1	SAMN18350528																												not collected											human gut microbiome	feces	feces							not collected			Homo sapiens									https://doi.org/10.1099/00207713-28-2-245				not collected											1					https://doi.org/10.1099/00207713-28-2-245													VPI-61							
GCF_022138425.1	RS_GCF_022138425.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	100.0	1.93	5323323	45.85070265321116	136545	180	SAMN24725952	human fecal sample	USA: Chicago	t	f	f	GCA_022138425.1	SAMN24725952																																																USA:Chicago			Homo sapiens											human fecal sample																							cell culture		211108-DFI.1.140						DFI.1.140							
GCF_022138445.1	RS_GCF_022138445.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	100.0	0.41	5123250	45.94120919338311	132094	169	SAMN24725951	human fecal sample	USA: Chicago	t	f	f	GCA_022138445.1	SAMN24725951																																																USA:Chicago			Homo sapiens											human fecal sample																							cell culture		211108-DFI.1.139						DFI.1.139							
GCF_022834995.1	RS_GCF_022834995.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	99.99	0.28	4839343	46.349742103421896	4833723	2	SAMD00389871	feces	Japan	t	f	f	GCA_022834995.1	SAMD00389871																												2018-11-01											missing	missing	feces							Japan			Homo sapiens									missing				missing			CE91St12								missing		Isolate bacteria and archaea from a Japanese centenarian			missing	anaerobe			128-02B									CE91-St12							
GCF_022835055.1	RS_GCF_022835055.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	99.99	0.5	4687058	46.10521141406827	4531993	3	SAMD00389877	feces	Japan	t	f	f	GCA_022835055.1	SAMD00389877																												2018-11-01											missing	missing	feces							Japan			Homo sapiens									missing				missing			CE91St10								missing		Isolate bacteria and archaea from a Japanese centenarian			missing	anaerobe			128-05A									CE91-St10							
GCF_022835075.1	RS_GCF_022835075.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	99.99	0.5	4687058	46.10521141406827	4531993	3	SAMD00389878	feces	Japan	t	f	f	GCA_022835075.1	SAMD00389878																												2018-11-01											missing	missing	feces							Japan			Homo sapiens									missing				missing			CE91St11								missing		Isolate bacteria and archaea from a Japanese centenarian			missing	anaerobe			128-05B									CE91-St11							
GCF_022835115.1	RS_GCF_022835115.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	99.99	0.28	4839328	46.34955514484656	4833708	2	SAMD00389880	feces	Japan	t	f	f	GCA_022835115.1	SAMD00389880																												2018-11-01											missing	missing	feces							Japan			Homo sapiens									missing				missing			CE91St13								missing		Isolate bacteria and archaea from a Japanese centenarian			missing	anaerobe			128-05F									CE91-St13							
GCF_023668095.1	RS_GCF_023668095.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	99.98	0.29	5251393	46.3370195298657	262848	56	SAMN28703719	feces	Slovenia	t	f	f	GCA_023668095.1	SAMN28703719																												2021-07											gut	feces	not applicable							Slovenia			Homo sapiens									anaerobic		feces		not applicable											not applicable					not applicable													MB20-216							
GCF_023668105.1	RS_GCF_023668105.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	99.99	0.27	5161596	46.403302389415984	73915	153	SAMN28703721	feces	Slovenia	t	f	f	GCA_023668105.1	SAMN28703721																												2021-07											gut	feces	not applicable							Slovenia			Homo sapiens									anaerobic		feces		not applicable											not applicable					not applicable													MB20-225							
GCF_023668365.1	RS_GCF_023668365.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	99.96	0.29	5252764	46.33764242977602	232911	56	SAMN28703709	feces	Slovenia	t	f	f	GCA_023668365.1	SAMN28703709																												2021-07											gut	feces	not applicable							Slovenia			Homo sapiens									anaerobic		feces		not applicable											not applicable					not applicable													MB20-157							
GCF_023668375.1	RS_GCF_023668375.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	99.98	0.29	5246375	46.341121250387175	232911	59	SAMN28703708	feces	Slovenia	t	f	f	GCA_023668375.1	SAMN28703708																												2021-07											gut	feces	not applicable							Slovenia			Homo sapiens									anaerobic		feces		not applicable											not applicable					not applicable													MB20-156							
GCF_023668465.1	RS_GCF_023668465.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	99.89	0.24	4598536	46.39954976975281	54931	182	SAMN28703701	feces	Slovenia	f	t	f	GCA_023668465.1	SAMN28703701																												2020-07											gut	feces	not applicable							Slovenia			Homo sapiens									anaerobic		feces		not applicable											not applicable					not applicable													MB20-127							
GCF_023668505.1	RS_GCF_023668505.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	100.0	0.69	4935462	46.35977341128349	142978	72	SAMN28703700	feces	Slovenia	t	f	f	GCA_023668505.1	SAMN28703700																												2020-07											gut	feces	not applicable							Slovenia			Homo sapiens									anaerobic		feces		not applicable											not applicable					not applicable													MB20-125							
GCF_023668775.1	RS_GCF_023668775.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	99.97	0.2	4574025	46.475456518055765	45045	196	SAMN28703689	feces	Slovenia	t	f	f	GCA_023668775.1	SAMN28703689																												2020-07											gut	feces	not applicable							Slovenia			Homo sapiens									anaerobic		feces		not applicable											not applicable					not applicable													MB20-85							
GCF_023669085.1	RS_GCF_023669085.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	99.98	0.27	5198045	46.464218759168105	170952	57	SAMN28703674	feces	Slovenia	t	f	f	GCA_023669085.1	SAMN28703674																												2020-06											gut	feces	not applicable							Slovenia			Homo sapiens									anaerobic		feces		not applicable											not applicable					not applicable													MB20-41							
